state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped
Manipur,MANIPUR__INNER_MANIPUR,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,INDIA,False
West Bengal,WEST_BENGAL__SREERAMPUR,Sreerampur,KALYAN BANERJEE,AITC,45.64547195726202,Sreerampur,KALYAN BANERJEE,AITC,46.91091737040997,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BAHARAICH,Baharaich,ANAND KUMAR,BJP,49.10265899148752,Baharaich,ANAND KUMAR,BJP,46.8683174044652,NDA,False
Uttar Pradesh,UTTAR_PRADESH__DEORIA,Deoria,SHASHANK MANI,BJP,48.359736530343866,Deoria,SHASHANK MANI,BJP,46.82801669731704,NDA,False
West Bengal,WEST_BENGAL__BARRACKPUR,Barrackpur,PARTHA BHOWMICK,AITC,45.55996356821327,Barrackpur,PARTHA BHOWMICK,AITC,46.82583439623211,INDIA,False
Bihar,BIHAR__SASARAM,Sasaram,MANOJ KUMAR,INC,46.76106920675432,Sasaram,MANOJ KUMAR,INC,46.76106920675433,INDIA,False
Chhattisgarh,CHHATTISGARH__KORBA,KORBA,JYOTSNA CHARANDAS MAHANT,INC,46.53357958333911,KORBA,JYOTSNA CHARANDAS MAHANT,INC,46.53357958333911,INDIA,False
Tamil Nadu,TAMIL_NADU__KANCHEEPURAM,KANCHEEPURAM,SELVAM. G,DMK,46.52701142763688,KANCHEEPURAM,SELVAM. G,DMK,46.527011427636886,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__SALEMPUR,Salempur,RAMASHANKAR RAJBHAR,SP,44.19978154752432,Salempur,RAMASHANKAR RAJBHAR,SP,46.46744432589484,INDIA,False
Tamil Nadu,TAMIL_NADU__NILGIRIS,NILGIRIS,RAJA A,DMK,46.44314588391863,NILGIRIS,RAJA A,DMK,46.44314588391863,INDIA,False
West Bengal,WEST_BENGAL__BARASAT,Barasat,Dr. KAKOLI GHOSH DASTIDAR,AITC,45.1526522558709,Barasat,Dr. KAKOLI GHOSH DASTIDAR,AITC,46.42054950832925,INDIA,False
Maharashtra,MAHARASHTRA__BEED,Beed,BAJRANG MANOHAR SONWANE,NCPSP,44.92887383851356,Beed,BAJRANG MANOHAR SONWANE,NCPSP,46.31842663764284,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__HAMIRPUR,Hamirpur,AJENDRA SINGH LODHI,SP,43.99564601062136,Hamirpur,AJENDRA SINGH LODHI,SP,46.26432438867797,INDIA,False
Jharkhand,JHARKHAND__DUMKA,Dumka,NALIN SOREN,JMM,46.22542081457135,Dumka,NALIN SOREN,JMM,46.22542081457135,UNKNOWN,False
Bihar,BIHAR__SARAN,Saran,RAJIV PRATAP RUDY,BJP,46.18191928012311,Saran,RAJIV PRATAP RUDY,BJP,46.181919280123125,NDA,False
Uttar Pradesh,UTTAR_PRADESH__LALGANJ,Lalganj,DAROGA PRASAD SAROJ,SP,43.84516033875536,Lalganj,DAROGA PRASAD SAROJ,SP,46.11458740174663,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__SAHARANPUR,Saharanpur,IMRAN MASOOD,INC,44.56991105815178,Saharanpur,IMRAN MASOOD,INC,46.0302131900523,INDIA,False
Dadra & Nagar Haveli and Daman & Diu,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DAMAN_&_DIU,Daman & Diu,PATEL UMESHBHAI BABUBHAI,IND,46.01558272914187,Daman & Diu,PATEL UMESHBHAI BABUBHAI,IND,46.01558272914187,OTHER,False
Odisha,ODISHA__JAJPUR,Jajpur,RABINDRA NARAYAN BEHERA,BJP,46.00717528642586,Jajpur,RABINDRA NARAYAN BEHERA,BJP,46.00717528642586,NDA,False
Telangana,TELANGANA__ADILABAD,Adilabad,GODAM NAGESH,BJP,45.98327771919161,Adilabad,GODAM NAGESH,BJP,45.98327771919162,NDA,False
Tamil Nadu,TAMIL_NADU__RAMANATHAPURAM,RAMANATHAPURAM,NAVASKANI K,IUML,45.921757205684,RAMANATHAPURAM,NAVASKANI K,IUML,45.921757205683996,UNKNOWN,False
Jharkhand,JHARKHAND__RANCHI,Ranchi,SANJAY SETH,BJP,45.91385023011077,Ranchi,SANJAY SETH,BJP,45.91385023011077,NDA,False
Uttar Pradesh,UTTAR_PRADESH__MUZAFFARNAGAR,Muzaffarnagar,HARENDRA SINGH MALIK,SP,43.639058877190315,Muzaffarnagar,HARENDRA SINGH MALIK,SP,45.90951132058738,INDIA,False
Telangana,TELANGANA__WARANGAL,Warangal,KADIYAM KAVYA,INC,45.84532779787152,Warangal,KADIYAM KAVYA,INC,45.84532779787152,INDIA,False
Odisha,ODISHA__JAGATSINGHPUR,Jagatsinghpur,BIBHU PRASAD TARAI,BJP,45.79794400472056,Jagatsinghpur,BIBHU PRASAD TARAI,BJP,45.79794400472056,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__KADAPA,Kadapa,Y. S. AVINASH REDDY,YSRCP,45.77567654456401,Kadapa,Y. S. AVINASH REDDY,YSRCP,45.77567654456401,OTHER,False
Andhra Pradesh,ANDHRA_PRADESH__THIRUPATHI,Thirupathi,GURUMOORTHY MADDILA,YSRCP,45.72846221167825,Thirupathi,GURUMOORTHY MADDILA,YSRCP,45.72846221167825,OTHER,False
Maharashtra,MAHARASHTRA__PARBHANI,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.17381623466769,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.71664973729474,INDIA,False
Jammu and Kashmir,JAMMU_AND_KASHMIR__BARAMULLA,BARAMULLA,ABDUL RASHID SHEIKH,IND,45.698907050972046,BARAMULLA,ABDUL RASHID SHEIKH,IND,45.698907050972046,OTHER,False
Odisha,ODISHA__KEONJHAR,Keonjhar,ANANTA NAYAK,BJP,45.672143019142695,Keonjhar,ANANTA NAYAK,BJP,45.672143019142695,NDA,False
West Bengal,WEST_BENGAL__BANKURA,Bankura,ARUP CHAKRABORTY,AITC,44.33408350222495,Bankura,ARUP CHAKRABORTY,AITC,45.60605323604472,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__KUSHI_NAGAR,Kushi Nagar,VIJAY KUMAR DUBAY,BJP,47.78835021004495,Kushi Nagar,VIJAY KUMAR DUBAY,BJP,45.56054747268155,NDA,False
West Bengal,WEST_BENGAL__MURSHIDABAD,Murshidabad,ABU TAHER KHAN,AITC,44.269599801240176,Murshidabad,ABU TAHER KHAN,AITC,45.54189034949272,INDIA,False
Maharashtra,MAHARASHTRA__SHIRDI,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,SHSUBT,44.996339152947925,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,SHSUBT,45.54092985440389,INDIA,False
Chhattisgarh,CHHATTISGARH__BASTAR,BASTAR,MAHESH KASHYAP,BJP,45.50330307376947,BASTAR,MAHESH KASHYAP,BJP,45.503303073769466,NDA,False
Odisha,ODISHA__BALASORE,Balasore,PRATAP CHANDRA SARANGI,BJP,45.490771642762226,Balasore,PRATAP CHANDRA SARANGI,BJP,45.49077164276223,NDA,False
West Bengal,WEST_BENGAL__KRISHNANAGAR,Krishnanagar,MAHUA MOITRA,AITC,44.10350758077367,Krishnanagar,MAHUA MOITRA,AITC,45.376624458481274,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__SULTANPUR,Sultanpur,RAMBHUAL NISHAD,SP,42.99744432627854,Sultanpur,RAMBHUAL NISHAD,SP,45.27108888186919,INDIA,False
Bihar,BIHAR__SHEOHAR,Sheohar,LOVELY ANAND,JDU,45.15072915739076,Sheohar,LOVELY ANAND,JDU,45.15072915739076,NDA,False
Telangana,TELANGANA__SECUNDERABAD,Secunderabad,G. KISHAN REDDY,BJP,45.14942361970832,Secunderabad,G. KISHAN REDDY,BJP,45.149423619708315,NDA,False
Uttar Pradesh,UTTAR_PRADESH__GHOSI,Ghosi,RAJEEV RAI,SP,43.728087329109414,Ghosi,RAJEEV RAI,SP,45.10057300400919,INDIA,False
Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_EAST,Arunachal East,TAPIR GAO,BJP,45.00978534084831,Arunachal East,TAPIR GAO,BJP,45.0097853408483,NDA,False
Haryana,HARYANA__KURUKSHETRA,KURUKSHETRA,NAVEEN JINDAL,BJP,44.96123966722836,KURUKSHETRA,NAVEEN JINDAL,BJP,44.96123966722836,NDA,False
Tamil Nadu,TAMIL_NADU__KALLAKURICHI,KALLAKURICHI,MALAIYARASAN D,DMK,44.94265218059361,KALLAKURICHI,MALAIYARASAN D,DMK,44.94265218059361,INDIA,False
Telangana,TELANGANA__BHONGIR,Bhongir,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,Bhongir,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__MACHHLISHAHR,Machhlishahr,PRIYA SAROJ,SP,42.57218674739143,Machhlishahr,PRIYA SAROJ,SP,44.84794701232978,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__CHANDAULI,Chandauli,BIRENDRA SINGH,SP,42.4967689178405,Chandauli,BIRENDRA SINGH,SP,44.77290439586119,INDIA,False
Telangana,TELANGANA__KARIMNAGAR,Karimnagar,BANDI SANJAY KUMAR,BJP,44.56831386934704,Karimnagar,BANDI SANJAY KUMAR,BJP,44.568313869347044,NDA,False
Odisha,ODISHA__BHADRAK,Bhadrak,AVIMANYU SETHI,BJP,44.19062462183313,Bhadrak,AVIMANYU SETHI,BJP,44.19062462183312,NDA,False
Odisha,ODISHA__BOLANGIR,Bolangir,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,Bolangir,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,NDA,False
Tamil Nadu,TAMIL_NADU__CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,INC,44.11296256263553,CUDDALORE,M.K. VISHNUPRASAD,INC,44.11296256263554,INDIA,False
Kerala,KERALA__KASARAGOD,Kasaragod,RAJMOHAN UNNITHAN,INC,44.10235621718113,Kasaragod,RAJMOHAN UNNITHAN,INC,44.10235621718113,INDIA,False
Tamil Nadu,TAMIL_NADU__ARANI,ARANI,THARANIVENTHAN M S,DMK,43.85829209277525,ARANI,THARANIVENTHAN M S,DMK,43.858292092775244,INDIA,False
Kerala,KERALA__KOTTAYAM,Kottayam,ADV K FRANCIS GEORGE,KEC,43.6045169769308,Kottayam,ADV K FRANCIS GEORGE,KEC,43.60451697693079,UNKNOWN,False
Tamil Nadu,TAMIL_NADU__MADURAI,MADURAI,VENKATESAN S,CPIM,43.6004575624969,MADURAI,VENKATESAN S,CPIM,43.60045756249689,INDIA,False
Telangana,TELANGANA__PEDDAPALLE,Peddapalle,VAMSI KRISHNA GADDAM,INC,43.420904870377385,Peddapalle,VAMSI KRISHNA GADDAM,INC,43.420904870377385,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__MORENA,MORENA,SHIVMANGAL SINGH TOMAR,BJP,43.41476808067843,MORENA,SHIVMANGAL SINGH TOMAR,BJP,43.41476808067842,NDA,False
Madhya Pradesh,MADHYA_PRADESH__SATNA,SATNA,GANESH SINGH,BJP,43.412668134757105,SATNA,GANESH SINGH,BJP,43.41266813475711,NDA,False
Tamil Nadu,TAMIL_NADU__SALEM,SALEM,SELVAGANAPATHI T M,DMK,43.383346974810785,SALEM,SELVAGANAPATHI T M,DMK,43.383346974810785,INDIA,False
Tamil Nadu,TAMIL_NADU__CHIDAMBARAM,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,43.27791539674964,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,43.277915396749634,UNKNOWN,False
West Bengal,WEST_BENGAL__DUM_DUM,Dum dum,SOUGATA RAY,AITC,41.949182807611784,Dum dum,SOUGATA RAY,AITC,43.233017719016715,INDIA,False
Maharashtra,MAHARASHTRA__HINGOLI,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,42.485624921288576,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,43.055074179493644,INDIA,False
Odisha,ODISHA__SUNDARGARH,Sundargarh,JUAL ORAM,BJP,42.76620836026327,Sundargarh,JUAL ORAM,BJP,42.76620836026328,NDA,False
Telangana,TELANGANA__ZAHIRABAD,Zahirabad,SURESH KUMAR SHETKAR,INC,42.731763805876305,Zahirabad,SURESH KUMAR SHETKAR,INC,42.73176380587631,INDIA,False
Sikkim,SIKKIM__SIKKIM,Sikkim,INDRA HANG SUBBA,SKM,42.71213038428862,Sikkim,INDRA HANG SUBBA,SKM,42.71213038428862,UNKNOWN,False
Mizoram,MIZORAM__MIZORAM,MIZORAM,RICHARD VANLALHMANGAIHA,ZPM,42.445902600257256,MIZORAM,RICHARD VANLALHMANGAIHA,ZPM,42.445902600257256,UNKNOWN,False
Tamil Nadu,TAMIL_NADU__KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,INC,42.26561454899688,KRISHNAGIRI,GOPINATH K,INC,42.26561454899688,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__DHAURAHRA,Dhaurahra,ANAND BHADAURIYA,SP,39.91043731736471,Dhaurahra,ANAND BHADAURIYA,SP,42.199440116780806,INDIA,False
Odisha,ODISHA__KANDHAMAL,Kandhamal,SUKANTA KUMAR PANIGRAHI,BJP,41.80491541435472,Kandhamal,SUKANTA KUMAR PANIGRAHI,BJP,41.80491541435471,NDA,False
Rajasthan,RAJASTHAN__BARMER,BARMER,UMMEDA RAM BENIWAL,INC,41.74494727943646,BARMER,UMMEDA RAM BENIWAL,INC,41.74494727943647,INDIA,False
Telangana,TELANGANA__MAHBUBNAGAR,Mahbubnagar,ARUNA. D. K,BJP,41.65697451548759,Mahbubnagar,ARUNA. D. K,BJP,41.656974515487605,NDA,False
Uttar Pradesh,UTTAR_PRADESH__MIRZAPUR,Mirzapur,ANUPRIYA PATEL,ADAL,42.66590073321543,Mirzapur,ANUPRIYA PATEL,ADAL,41.62526900801505,UNKNOWN,False
West Bengal,WEST_BENGAL__MALDAHA_DAKSHIN,Maldaha Dakshin,ISHA KHAN CHOUDHURY,INC,41.78709275662164,Maldaha Dakshin,ISHA KHAN CHOUDHURY,INC,41.57919677275786,INDIA,False
Maharashtra,MAHARASHTRA__PALGHAR,Palghar,DR. HEMANT VISHNU SAVARA,BJP,43.69270838632225,Palghar,DR. HEMANT VISHNU SAVARA,BJP,41.52317182277781,NDA,False
Uttar Pradesh,UTTAR_PRADESH__FATEHPUR_SIKRI,Fatehpur Sikri,RAJKUMAR CHAHAR,BJP,43.09383022854408,Fatehpur Sikri,RAJKUMAR CHAHAR,BJP,41.50891942277179,NDA,False
Kerala,KERALA__CHALAKUDY,Chalakudy,BENNY BEHANAN,INC,41.435549944443686,Chalakudy,BENNY BEHANAN,INC,41.43554994444368,INDIA,False
Tamil Nadu,TAMIL_NADU__COIMBATORE,COIMBATORE,GANAPATHY RAJKUMAR P,DMK,41.388865215215546,COIMBATORE,GANAPATHY RAJKUMAR P,DMK,41.38886521521555,INDIA,False
Tamil Nadu,TAMIL_NADU__VILUPPURAM,VILUPPURAM,RAVIKUMAR. D,VCK,41.38515286722011,VILUPPURAM,RAVIKUMAR. D,VCK,41.38515286722011,UNKNOWN,False
Tamil Nadu,TAMIL_NADU__TIRUPPUR,TIRUPPUR,"SUBBARAYAN, K.",CPI,41.37581845505095,TIRUPPUR,"SUBBARAYAN, K.",CPI,41.37581845505094,INDIA,False
Kerala,KERALA__MAVELIKKARA,Mavelikkara,KODIKUNNIL SURESH,INC,41.28804173543054,Mavelikkara,KODIKUNNIL SURESH,INC,41.28804173543055,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BANDA,Banda,KRISHNA DEVI SHIVSHANKER PATEL,SP,38.938276003417194,Banda,KRISHNA DEVI SHIVSHANKER PATEL,SP,41.23211542628576,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BHADOHI,Bhadohi,DR. VINOD KUMAR BIND,BJP,42.394927893544015,Bhadohi,DR. VINOD KUMAR BIND,BJP,41.21931417708573,NDA,False
Maharashtra,MAHARASHTRA__BHIWANDI,Bhiwandi,BALYA MAMA - SURESH GOPINATH MHATRE,NCPSP,39.84876324298966,Bhiwandi,BALYA MAMA - SURESH GOPINATH MHATRE,NCPSP,41.081199219576966,INDIA,False
Odisha,ODISHA__KORAPUT,Koraput,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149301,Koraput,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149302,INDIA,False
West Bengal,WEST_BENGAL__JANGIPUR,Jangipur,KHALILUR RAHAMAN,AITC,39.749845396540536,Jangipur,KHALILUR RAHAMAN,AITC,41.044622285114954,INDIA,False
Tamil Nadu,TAMIL_NADU__TENKASI,TENKASI,DR RANI SRIKUMAR,DMK,40.96537547672596,TENKASI,DR RANI SRIKUMAR,DMK,40.96537547672596,INDIA,False
Andhra Pradesh,ANDHRA_PRADESH__ARAKU,Araku,GUMMA THANUJA RANI,YSRCP,40.96415030336341,Araku,GUMMA THANUJA RANI,YSRCP,40.96415030336341,OTHER,False
Bihar,BIHAR__BUXAR,Buxar,SUDHAKAR SINGH,RJD,40.823406369585726,Buxar,SUDHAKAR SINGH,RJD,40.82340636958573,INDIA,False
Odisha,ODISHA__KALAHANDI,Kalahandi,MALVIKA DEVI,BJP,40.794862109179434,Kalahandi,MALVIKA DEVI,BJP,40.794862109179434,NDA,False
Kerala,KERALA__PALAKKAD,Palakkad,V K SREEKANDAN,INC,40.65981487416927,Palakkad,V K SREEKANDAN,INC,40.659814874169264,INDIA,False
Kerala,KERALA__ALATHUR,Alathur,K.RADHAKRISHNAN,CPIM,40.659075975442114,Alathur,K.RADHAKRISHNAN,CPIM,40.65907597544211,INDIA,False
Tamil Nadu,TAMIL_NADU__SIVAGANGA,SIVAGANGA,KARTI P CHIDAMBARAM,INC,40.59894495922325,SIVAGANGA,KARTI P CHIDAMBARAM,INC,40.59894495922326,INDIA,False
Tamil Nadu,TAMIL_NADU__NAMAKKAL,NAMAKKAL,MATHESWARAN V S,DMK,40.30662050086234,NAMAKKAL,MATHESWARAN V S,DMK,40.306620500862344,INDIA,False
Kerala,KERALA__PATHANAMTHITTA,Pathanamthitta,ANTO ANTONY,INC,39.97775044613291,Pathanamthitta,ANTO ANTONY,INC,39.97775044613291,INDIA,False
West Bengal,WEST_BENGAL__RAIGANJ,Raiganj,KARTICK CHANDRA PAUL,BJP,40.987130892799335,Raiganj,KARTICK CHANDRA PAUL,BJP,39.78818994308393,NDA,False
Maharashtra,MAHARASHTRA__HATKANANGALE,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,SHS,40.137373999246925,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,SHS,39.73997425668013,NDA,False
Punjab,PUNJAB__JALANDHAR,Jalandhar,CHARANJIT SINGH CHANNI,INC,39.43486397326073,Jalandhar,CHARANJIT SINGH CHANNI,INC,39.43486397326073,INDIA,False
Assam,ASSAM__KOKRAJHAR,Kokrajhar,JOYANTA BASUMATARY,UPPL,39.387561458111826,Kokrajhar,JOYANTA BASUMATARY,UPPL,39.38756145811183,UNKNOWN,False
West Bengal,WEST_BENGAL__BAHARAMPUR,Baharampur,PATHAN YUSUF,AITC,37.87748145901485,Baharampur,PATHAN YUSUF,AITC,39.18157359105955,INDIA,False
Odisha,ODISHA__NABARANGPUR,Nabarangpur,BALABHADRA MAJHI,BJP,38.74492444515986,Nabarangpur,BALABHADRA MAJHI,BJP,38.74492444515986,NDA,False
Bihar,BIHAR__SIWAN,Siwan,VIJAYLAKSHMI DEVI,JDU,38.727558019995634,Siwan,VIJAYLAKSHMI DEVI,JDU,38.72755801999564,NDA,False
Punjab,PUNJAB__KHADOOR_SAHIB,Khadoor Sahib,AMRITPAL SINGH,IND,38.621420693013995,Khadoor Sahib,AMRITPAL SINGH,IND,38.621420693013995,OTHER,False
Uttar Pradesh,UTTAR_PRADESH__BIJNOR,Bijnor,CHANDAN CHAUHAN,RLD,39.48461196057913,Bijnor,CHANDAN CHAUHAN,RLD,38.52157264446745,UNKNOWN,False
Kerala,KERALA__ALAPPUZHA,Alappuzha,K. C VENUGOPAL,INC,38.212794334199494,Alappuzha,K. C VENUGOPAL,INC,38.212794334199494,INDIA,False
Telangana,TELANGANA__NAGARKURNOOL,Nagarkurnool,DR.MALLU RAVI,INC,38.144949693370286,Nagarkurnool,DR.MALLU RAVI,INC,38.14494969337028,INDIA,False
Kerala,KERALA__THRISSUR,Thrissur,SURESH GOPI,BJP,37.79879656349576,Thrissur,SURESH GOPI,BJP,37.79879656349576,NDA,False
Kerala,KERALA__THIRUVANANTHAPURAM,Thiruvananthapuram,SHASHI THAROOR,INC,37.19224534597184,Thiruvananthapuram,SHASHI THAROOR,INC,37.192245345971834,INDIA,False
Bihar,BIHAR__KARAKAT,Karakat,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CPI(ML)(L),36.89165950962469,Karakat,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CPI(ML)(L),36.89165950962468,UNKNOWN,False
Tamil Nadu,TAMIL_NADU__VIRUDHUNAGAR,VIRUDHUNAGAR,MANICKAM TAGORE B,INC,36.27984152948345,VIRUDHUNAGAR,MANICKAM TAGORE B,INC,36.279841529483456,INDIA,False
Maharashtra,MAHARASHTRA__AURANGABAD,Aurangabad,BHUMARE SANDIPANRAO ASARAM,SHS,36.56359214466014,Aurangabad,BHUMARE SANDIPANRAO ASARAM,SHS,36.20157638085163,NDA,False
Punjab,PUNJAB__SANGRUR,Sangrur,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,Sangrur,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,UNKNOWN,False
West Bengal,WEST_BENGAL__MALDAHA_UTTAR,Maldaha Uttar,KHAGEN MURMU,BJP,37.17741884283809,Maldaha Uttar,KHAGEN MURMU,BJP,35.99743168441601,NDA,False
Jharkhand,JHARKHAND__GIRIDIH,Giridih,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,Giridih,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,UNKNOWN,False
Bihar,BIHAR__KISHANGANJ,Kishanganj,MOHAMMAD JAWED,INC,34.99698983319419,Kishanganj,MOHAMMAD JAWED,INC,34.996989833194185,INDIA,False
Tamil Nadu,TAMIL_NADU__DHARMAPURI,DHARMAPURI,MANI. A.,DMK,34.67349771443592,DHARMAPURI,MANI. A.,DMK,34.67349771443592,INDIA,False
Punjab,PUNJAB__FATEHGARH_SAHIB,Fatehgarh Sahib,AMAR SINGH,INC,34.13794731569526,Fatehgarh Sahib,AMAR SINGH,INC,34.13794731569526,INDIA,False
Telangana,TELANGANA__MEDAK,Medak,MADHAVANENI RAGHUNANDAN RAO,BJP,33.992478930400885,Medak,MADHAVANENI RAGHUNANDAN RAO,BJP,33.992478930400885,NDA,False
Punjab,PUNJAB__GURDASPUR,Gurdaspur,SUKHJINDER SINGH RANDHAWA,INC,33.77567436673452,Gurdaspur,SUKHJINDER SINGH RANDHAWA,INC,33.77567436673452,INDIA,False
Kerala,KERALA__ATTINGAL,Attingal,ADOOR PRAKASH,INC,33.29314420084011,Attingal,ADOOR PRAKASH,INC,33.29314420084011,INDIA,False
Punjab,PUNJAB__BATHINDA,Bathinda,HARSIMRAT KAUR BADAL,SAD,32.71089413379432,Bathinda,HARSIMRAT KAUR BADAL,SAD,32.71089413379432,UNKNOWN,False
Punjab,PUNJAB__HOSHIARPUR,Hoshiarpur,DR. RAJ KUMAR CHABBEWAL,AAAP,32.03624727855475,Hoshiarpur,DR. RAJ KUMAR CHABBEWAL,AAAP,32.03624727855475,UNKNOWN,False
Maharashtra,MAHARASHTRA__BULDHANA,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,31.53386762998695,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,31.22165111879896,NDA,False
Punjab,PUNJAB__LUDHIANA,Ludhiana,AMRINDER SINGH RAJA WARRING,INC,30.422685210974382,Ludhiana,AMRINDER SINGH RAJA WARRING,INC,30.422685210974386,INDIA,False
Punjab,PUNJAB__FARIDKOT,Faridkot,SARABJEET SINGH KHALSA,IND,29.381490554041335,Faridkot,SARABJEET SINGH KHALSA,IND,29.381490554041328,OTHER,False
Punjab,PUNJAB__ANANDPUR_SAHIB,Anandpur Sahib,MALVINDER SINGH KANG,AAAP,29.07903739870006,Anandpur Sahib,MALVINDER SINGH KANG,AAAP,29.07903739870007,UNKNOWN,False
Punjab,PUNJAB__AMRITSAR,Amritsar,GURJEET SINGH AUJLA,INC,28.176371602462748,Amritsar,GURJEET SINGH AUJLA,INC,28.176371602462748,INDIA,False
Punjab,PUNJAB__PATIALA,Patiala,DR DHARAMVIRA GANDHI,INC,26.53508638645948,Patiala,DR DHARAMVIRA GANDHI,INC,26.53508638645948,INDIA,False
Punjab,PUNJAB__FIROZPUR,Firozpur,SHER SINGH GHUBAYA,INC,23.697666460761788,Firozpur,SHER SINGH GHUBAYA,INC,23.697666460761788,INDIA,False
