row_index,state,constituency,state_key,constituency_key,canonical_state_key,canonical_constituency_key,repair_class,completion_category,exists_in_election_master,exists_in_geojson,exists_in_delimitation_reference,reason
467,Tamil Nadu,TIRUVANNAMALAI,TAMIL NADU,TIRUVANNAMALAI,TAMIL NADU,TIRUVANNAMALAI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
468,Tamil Nadu,Thiruvallur,TAMIL NADU,THIRUVALLUR,TAMIL NADU,THIRUVALLUR,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
469,Tamil Nadu,VELLORE,TAMIL NADU,VELLORE,TAMIL NADU,VELLORE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
470,Tamil Nadu,VILUPPURAM,TAMIL NADU,VILUPPURAM,TAMIL NADU,VILUPPURAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
471,Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
472,Telangana,Adilabad,TELANGANA,ADILABAD,TELANGANA,ADILABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
473,Telangana,Bhongir,TELANGANA,BHONGIR,TELANGANA,BHONGIR,true_missing,partial_demographics_missing_core_fields,True,False,False,Canonical seat with real data gap
474,Telangana,Bhuvanagiri,TELANGANA,BHUVANAGIRI,TELANGANA,BHONGIR,alias_duplicate,no_election_data_needs_election_results,False,True,False,Alias of canonical seat TELANGANA::BHONGIR
475,Telangana,Chevella,TELANGANA,CHEVELLA,TELANGANA,CHEVELLA,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
476,Telangana,Hyderabad,TELANGANA,HYDERABAD,TELANGANA,HYDERABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
477,Telangana,Karimnagar,TELANGANA,KARIMNAGAR,TELANGANA,KARIMNAGAR,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
478,Telangana,Khammam,TELANGANA,KHAMMAM,TELANGANA,KHAMMAM,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
479,Telangana,Mahabubabad,TELANGANA,MAHABUBABAD,TELANGANA,MAHABUBABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
480,Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,TELANGANA,MAHBUBNAGAR,true_missing,partial_demographics_missing_core_fields,True,False,False,Canonical seat with real data gap
481,Telangana,Malkajgiri,TELANGANA,MALKAJGIRI,TELANGANA,MALKAJGIRI,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
482,Telangana,Medak,TELANGANA,MEDAK,TELANGANA,MEDAK,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
483,Telangana,Nagarkurnool,TELANGANA,NAGARKURNOOL,TELANGANA,NAGARKURNOOL,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
484,Telangana,Nalgonda,TELANGANA,NALGONDA,TELANGANA,NALGONDA,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
485,Telangana,Nizamabad,TELANGANA,NIZAMABAD,TELANGANA,NIZAMABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
486,Telangana,Peddapalle,TELANGANA,PEDDAPALLE,TELANGANA,PEDDAPALLE,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
487,Telangana,Secunderabad,TELANGANA,SECUNDERABAD,TELANGANA,SECUNDERABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
488,Telangana,Warangal,TELANGANA,WARANGAL,TELANGANA,WARANGAL,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
489,Telangana,Zahirabad,TELANGANA,ZAHIRABAD,TELANGANA,ZAHIRABAD,true_missing,partial_demographics_missing_core_fields,True,True,False,Canonical seat with real data gap
490,Tripura,Tripura East,TRIPURA,TRIPURA EAST,TRIPURA,TRIPURA EAST,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
491,Tripura,Tripura West,TRIPURA,TRIPURA WEST,TRIPURA,TRIPURA WEST,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
492,Uttar Pradesh,Agra,UTTAR PRADESH,AGRA,UTTAR PRADESH,AGRA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
493,Uttar Pradesh,Akbarpur,UTTAR PRADESH,AKBARPUR,UTTAR PRADESH,AKBARPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
494,Uttar Pradesh,Aligarh,UTTAR PRADESH,ALIGARH,UTTAR PRADESH,ALIGARH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
495,Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,UTTAR PRADESH,ALLAHABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
496,Uttar Pradesh,Ambedkar Nagar,UTTAR PRADESH,AMBEDKAR NAGAR,UTTAR PRADESH,AMBEDKAR NAGAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
497,Uttar Pradesh,Amethi,UTTAR PRADESH,AMETHI,UTTAR PRADESH,AMETHI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
498,Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,UTTAR PRADESH,AMROHA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
499,Uttar Pradesh,Aonla,UTTAR PRADESH,AONLA,UTTAR PRADESH,AONLA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
500,Uttar Pradesh,Azamgarh,UTTAR PRADESH,AZAMGARH,UTTAR PRADESH,AZAMGARH,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
501,Uttar Pradesh,Badaun,UTTAR PRADESH,BADAUN,UTTAR PRADESH,BADAUN,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
502,Uttar Pradesh,Baghpat,UTTAR PRADESH,BAGHPAT,UTTAR PRADESH,BAGHPAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
503,Uttar Pradesh,Baharaich,UTTAR PRADESH,BAHARAICH,UTTAR PRADESH,BAHARAICH,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
504,Uttar Pradesh,Bahraich,UTTAR PRADESH,BAHRAICH,UTTAR PRADESH,BAHARAICH,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat UTTAR PRADESH::BAHARAICH
505,Uttar Pradesh,Ballia,UTTAR PRADESH,BALLIA,UTTAR PRADESH,BALLIA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
506,Uttar Pradesh,Banda,UTTAR PRADESH,BANDA,UTTAR PRADESH,BANDA,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
507,Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,UTTAR PRADESH,BANSGAON,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
508,Uttar Pradesh,Barabanki,UTTAR PRADESH,BARABANKI,UTTAR PRADESH,BARABANKI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
509,Uttar Pradesh,Bareilly,UTTAR PRADESH,BAREILLY,UTTAR PRADESH,BAREILLY,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
510,Uttar Pradesh,Basti,UTTAR PRADESH,BASTI,UTTAR PRADESH,BASTI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
511,Uttar Pradesh,Bhadohi,UTTAR PRADESH,BHADOHI,UTTAR PRADESH,BHADOHI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
512,Uttar Pradesh,Bijnor,UTTAR PRADESH,BIJNOR,UTTAR PRADESH,BIJNOR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
513,Uttar Pradesh,Bulandshahr,UTTAR PRADESH,BULANDSHAHR,UTTAR PRADESH,BULANDSHAHR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
514,Uttar Pradesh,Chandauli,UTTAR PRADESH,CHANDAULI,UTTAR PRADESH,CHANDAULI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
515,Uttar Pradesh,Deoria,UTTAR PRADESH,DEORIA,UTTAR PRADESH,DEORIA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
516,Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,UTTAR PRADESH,DHAURAHRA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
517,Uttar Pradesh,Domariyaganj,UTTAR PRADESH,DOMARIYAGANJ,UTTAR PRADESH,DOMARIYAGANJ,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
518,Uttar Pradesh,Etah,UTTAR PRADESH,ETAH,UTTAR PRADESH,ETAH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
519,Uttar Pradesh,Etawah,UTTAR PRADESH,ETAWAH,UTTAR PRADESH,ETAWAH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
520,Uttar Pradesh,Faizabad,UTTAR PRADESH,FAIZABAD,UTTAR PRADESH,FAIZABAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
521,Uttar Pradesh,Farrukhabad,UTTAR PRADESH,FARRUKHABAD,UTTAR PRADESH,FARRUKHABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
522,Uttar Pradesh,Fatehpur,UTTAR PRADESH,FATEHPUR,UTTAR PRADESH,FATEHPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
523,Uttar Pradesh,Fatehpur Sikri,UTTAR PRADESH,FATEHPUR SIKRI,UTTAR PRADESH,FATEHPUR SIKRI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
524,Uttar Pradesh,Firozabad,UTTAR PRADESH,FIROZABAD,UTTAR PRADESH,FIROZABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
525,Uttar Pradesh,Gautam Buddha Nagar,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
526,Uttar Pradesh,Ghaziabad,UTTAR PRADESH,GHAZIABAD,UTTAR PRADESH,GHAZIABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
527,Uttar Pradesh,Ghazipur,UTTAR PRADESH,GHAZIPUR,UTTAR PRADESH,GHAZIPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
528,Uttar Pradesh,Ghosi,UTTAR PRADESH,GHOSI,UTTAR PRADESH,GHOSI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
529,Uttar Pradesh,Gonda,UTTAR PRADESH,GONDA,UTTAR PRADESH,GONDA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
530,Uttar Pradesh,Gorakhpur,UTTAR PRADESH,GORAKHPUR,UTTAR PRADESH,GORAKHPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
531,Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,UTTAR PRADESH,HAMIRPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
532,Uttar Pradesh,Hardoi,UTTAR PRADESH,HARDOI,UTTAR PRADESH,HARDOI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
533,Uttar Pradesh,Hathras,UTTAR PRADESH,HATHRAS,UTTAR PRADESH,HATHRAS,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
534,Uttar Pradesh,Jalaun,UTTAR PRADESH,JALAUN,UTTAR PRADESH,JALAUN,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
535,Uttar Pradesh,Jaunpur,UTTAR PRADESH,JAUNPUR,UTTAR PRADESH,JAUNPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
536,Uttar Pradesh,Jhansi,UTTAR PRADESH,JHANSI,UTTAR PRADESH,JHANSI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
537,Uttar Pradesh,Kairana,UTTAR PRADESH,KAIRANA,UTTAR PRADESH,KAIRANA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
538,Uttar Pradesh,Kaiserganj,UTTAR PRADESH,KAISERGANJ,UTTAR PRADESH,KAISERGANJ,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
539,Uttar Pradesh,Kannauj,UTTAR PRADESH,KANNAUJ,UTTAR PRADESH,KANNAUJ,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
540,Uttar Pradesh,Kanpur,UTTAR PRADESH,KANPUR,UTTAR PRADESH,KANPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
541,Uttar Pradesh,Kaushambi,UTTAR PRADESH,KAUSHAMBI,UTTAR PRADESH,KAUSHAMBI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
542,Uttar Pradesh,Kheri,UTTAR PRADESH,KHERI,UTTAR PRADESH,KHERI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
543,Uttar Pradesh,Kushi Nagar,UTTAR PRADESH,KUSHI NAGAR,UTTAR PRADESH,KUSHI NAGAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
544,Uttar Pradesh,Lalganj,UTTAR PRADESH,LALGANJ,UTTAR PRADESH,LALGANJ,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
545,Uttar Pradesh,Lucknow,UTTAR PRADESH,LUCKNOW,UTTAR PRADESH,LUCKNOW,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
546,Uttar Pradesh,Machhlishahr,UTTAR PRADESH,MACHHLISHAHR,UTTAR PRADESH,MACHHLISHAHR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
547,Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,UTTAR PRADESH,MAHARAJGANJ,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
548,Uttar Pradesh,Mainpuri,UTTAR PRADESH,MAINPURI,UTTAR PRADESH,MAINPURI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
549,Uttar Pradesh,Mathura,UTTAR PRADESH,MATHURA,UTTAR PRADESH,MATHURA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
550,Uttar Pradesh,Meerut,UTTAR PRADESH,MEERUT,UTTAR PRADESH,MEERUT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
551,Uttar Pradesh,Mirzapur,UTTAR PRADESH,MIRZAPUR,UTTAR PRADESH,MIRZAPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
552,Uttar Pradesh,Misrikh,UTTAR PRADESH,MISRIKH,UTTAR PRADESH,MISRIKH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
553,Uttar Pradesh,Mohanlalganj,UTTAR PRADESH,MOHANLALGANJ,UTTAR PRADESH,MOHANLALGANJ,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
554,Uttar Pradesh,Moradabad,UTTAR PRADESH,MORADABAD,UTTAR PRADESH,MORADABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
555,Uttar Pradesh,Muzaffarnagar,UTTAR PRADESH,MUZAFFARNAGAR,UTTAR PRADESH,MUZAFFARNAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
556,Uttar Pradesh,Nagina,UTTAR PRADESH,NAGINA,UTTAR PRADESH,NAGINA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
557,Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,UTTAR PRADESH,PHULPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
558,Uttar Pradesh,Pilibhit,UTTAR PRADESH,PILIBHIT,UTTAR PRADESH,PILIBHIT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
559,Uttar Pradesh,Pratapgarh,UTTAR PRADESH,PRATAPGARH,UTTAR PRADESH,PRATAPGARH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
560,Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,UTTAR PRADESH,RAE BARELI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
561,Uttar Pradesh,Rampur,UTTAR PRADESH,RAMPUR,UTTAR PRADESH,RAMPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
562,Uttar Pradesh,Robertsganj,UTTAR PRADESH,ROBERTSGANJ,UTTAR PRADESH,ROBERTSGANJ,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
563,Uttar Pradesh,Saharanpur,UTTAR PRADESH,SAHARANPUR,UTTAR PRADESH,SAHARANPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
564,Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,UTTAR PRADESH,SALEMPUR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
565,Uttar Pradesh,Sambhal,UTTAR PRADESH,SAMBHAL,UTTAR PRADESH,SAMBHAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
566,Uttar Pradesh,Sant Kabir Nagar,UTTAR PRADESH,SANT KABIR NAGAR,UTTAR PRADESH,SANT KABIR NAGAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
567,Uttar Pradesh,Shahjahanpur,UTTAR PRADESH,SHAHJAHANPUR,UTTAR PRADESH,SHAHJAHANPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
568,Uttar Pradesh,Shrawasti,UTTAR PRADESH,SHRAWASTI,UTTAR PRADESH,SHRAWASTI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
569,Uttar Pradesh,Sitapur,UTTAR PRADESH,SITAPUR,UTTAR PRADESH,SITAPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
570,Uttar Pradesh,Sultanpur,UTTAR PRADESH,SULTANPUR,UTTAR PRADESH,SULTANPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
571,Uttar Pradesh,Unnao,UTTAR PRADESH,UNNAO,UTTAR PRADESH,UNNAO,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
572,Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,UTTAR PRADESH,VARANASI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
573,Uttarakhand,Almora,UTTARAKHAND,ALMORA,UTTARAKHAND,ALMORA,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
574,Uttarakhand,Garhwal,UTTARAKHAND,GARHWAL,UTTARAKHAND,GARHWAL,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
575,Uttarakhand,Hardwar,UTTARAKHAND,HARDWAR,UTTARAKHAND,HARDWAR,reference_old_name,reference_only_not_in_current_election,False,False,True,Delimitation/reference old constituency name
576,Uttarakhand,Haridwar,UTTARAKHAND,HARIDWAR,UTTARAKHAND,HARIDWAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
577,Uttarakhand,Nainital-Udhamsingh Nagar,UTTARAKHAND,NAINITAL UDHAMSINGH NAGAR,UTTARAKHAND,NAINITAL UDHAMSINGH NAGAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
578,Uttarakhand,Tehri Garhwal,UTTARAKHAND,TEHRI GARHWAL,UTTARAKHAND,TEHRI GARHWAL,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
579,West Bengal,Alipurduars,WEST BENGAL,ALIPURDUARS,WEST BENGAL,ALIPURDUARS,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
580,West Bengal,Arambag,WEST BENGAL,ARAMBAG,WEST BENGAL,ARAMBAG,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
581,West Bengal,Asansol,WEST BENGAL,ASANSOL,WEST BENGAL,ASANSOL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
582,West Bengal,Baharampur,WEST BENGAL,BAHARAMPUR,WEST BENGAL,BAHARAMPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
583,West Bengal,Balurghat,WEST BENGAL,BALURGHAT,WEST BENGAL,BALURGHAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
584,West Bengal,Bangaon,WEST BENGAL,BANGAON,WEST BENGAL,BANGAON,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
585,West Bengal,Bankura,WEST BENGAL,BANKURA,WEST BENGAL,BANKURA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
586,West Bengal,Barasat,WEST BENGAL,BARASAT,WEST BENGAL,BARASAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
587,West Bengal,Bardhaman Purba,WEST BENGAL,BARDHAMAN PURBA,WEST BENGAL,BARDHAMAN PURBA,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
588,West Bengal,Bardhaman-Durgapur,WEST BENGAL,BARDHAMAN DURGAPUR,WEST BENGAL,BARDHAMAN DURGAPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
589,West Bengal,Barrackpur,WEST BENGAL,BARRACKPUR,WEST BENGAL,BARRACKPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
590,West Bengal,Basirhat,WEST BENGAL,BASIRHAT,WEST BENGAL,BASIRHAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
591,West Bengal,Birbhum,WEST BENGAL,BIRBHUM,WEST BENGAL,BIRBHUM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
592,West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,WEST BENGAL,BISHNUPUR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
593,West Bengal,Bolpur,WEST BENGAL,BOLPUR,WEST BENGAL,BOLPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
594,West Bengal,Cooch Behar,WEST BENGAL,COOCH BEHAR,WEST BENGAL,COOCH BEHAR,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
595,West Bengal,Coochbehar,WEST BENGAL,COOCHBEHAR,WEST BENGAL,COOCHBEHAR,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
596,West Bengal,Darjeeling,WEST BENGAL,DARJEELING,WEST BENGAL,DARJEELING,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
597,West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,WEST BENGAL,DIAMOND HARBOUR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
598,West Bengal,Dum dum,WEST BENGAL,DUM DUM,WEST BENGAL,DUM DUM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
599,West Bengal,Ghatal,WEST BENGAL,GHATAL,WEST BENGAL,GHATAL,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
600,West Bengal,Hooghly,WEST BENGAL,HOOGHLY,WEST BENGAL,HOOGHLY,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
601,West Bengal,Howrah,WEST BENGAL,HOWRAH,WEST BENGAL,HOWRAH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
602,West Bengal,Jadavpur,WEST BENGAL,JADAVPUR,WEST BENGAL,JADAVPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
603,West Bengal,Jalpaiguri,WEST BENGAL,JALPAIGURI,WEST BENGAL,JALPAIGURI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
604,West Bengal,Jangipur,WEST BENGAL,JANGIPUR,WEST BENGAL,JANGIPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
605,West Bengal,Jaynagar,WEST BENGAL,JAYNAGAR,WEST BENGAL,JAYNAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
606,West Bengal,Jhargram,WEST BENGAL,JHARGRAM,WEST BENGAL,JHARGRAM,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
607,West Bengal,Kanthi,WEST BENGAL,KANTHI,WEST BENGAL,KANTHI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
608,West Bengal,Kolkata Dakshin,WEST BENGAL,KOLKATA DAKSHIN,WEST BENGAL,KOLKATA DAKSHIN,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
609,West Bengal,Kolkata Uttar,WEST BENGAL,KOLKATA UTTAR,WEST BENGAL,KOLKATA UTTAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
610,West Bengal,Krishnanagar,WEST BENGAL,KRISHNANAGAR,WEST BENGAL,KRISHNANAGAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
611,West Bengal,Maldaha Dakshin,WEST BENGAL,MALDAHA DAKSHIN,WEST BENGAL,MALDAHA DAKSHIN,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
612,West Bengal,Maldaha Uttar,WEST BENGAL,MALDAHA UTTAR,WEST BENGAL,MALDAHA UTTAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
613,West Bengal,Mathurapur,WEST BENGAL,MATHURAPUR,WEST BENGAL,MATHURAPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
614,West Bengal,Medinipur,WEST BENGAL,MEDINIPUR,WEST BENGAL,MEDINIPUR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
615,West Bengal,Murshidabad,WEST BENGAL,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
616,West Bengal,Purulia,WEST BENGAL,PURULIA,WEST BENGAL,PURULIA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
617,West Bengal,Raiganj,WEST BENGAL,RAIGANJ,WEST BENGAL,RAIGANJ,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
618,West Bengal,Ranaghat,WEST BENGAL,RANAGHAT,WEST BENGAL,RANAGHAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
619,West Bengal,Sreerampur,WEST BENGAL,SREERAMPUR,WEST BENGAL,SREERAMPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
